bss,x,y,geometry,dpt,prof,alt,masse_eau,codes_bdlisa,CodeEH,InclusEH,EtatEH,NatureEH,MilieuEH,ThemeEH,OrigineEH
06381X0048/CHA312,0.414294011,46.18834633,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.414294011409395, 46.1883463304707]}",86,191.7,161.0,,141AK01,141AK01,141AK,3,5.0,2,2.0,1.0
04454X0030/P12,7.54896047,47.619407785,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.54896047040337, 47.619407785206]}",68,2.65,241.19,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
00998B0142/P12,1.035336649,49.398976921,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.03533664925655, 49.3989769208856]}",76,35.0,27.34,,,,,,,,,
04465X0015/P12,7.576829293,47.599736798,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.57682929339105, 47.5997367979645]}",68,,246.0,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
01005X0415/P12,1.099283476,49.382322635,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.09928347631907, 49.3823226352865]}",76,,13.45,,,,,,,,,
09951X0065/P12,5.434363472,43.687781664,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.43436347206626, 43.6877816643185]}",84,4.89,173.98,['Alluvions basse Durance'],716DA01,716DA01,716DA,2,5.0,1,1.0,1.0
02583X0065/P12,2.706679597,48.543744053,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.70667959712027, 48.5437440526136]}",77,65.0,90.0,,113AA01,113AA01,113AA,3,5.0,5,2.0,1.0
00202A0460/PZ12,2.98110811,50.539014093,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9811081096632, 50.5390140925745]}",59,20.0,24.0,['Craie des vallées de la Scarpe et de la Sensée'],121,,,,,,,
03938X0035/PZ12,0.340983681,47.719172037,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.340983681076179, 47.7191720370634]}",72,65.0,141.0,"[""Craie du Séno-Turonien de l'unité du Loir libre""]",121AA07,121AA07,121AA,3,5.0,4,2.0,1.0
03428X0026/122,7.480326165,48.063908474,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.48032616457765, 48.0639084741958]}",68,7.0,189.1,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
00998A0135/P22,0.999292131,49.366366777,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.999292131306983, 49.3663667765321]}",76,15.0,5.84,,,,,,,,,
03946X0015/PZ22,0.511490567,47.777476662,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.511490566946111, 47.7774766624565]}",72,104.0,95.0,['Sables et grès du Cénomanien captifs'],123AC01,123AC01,123AC,3,5.0,1,2.0,1.0
03426X0195/132,7.362670953,48.079108881,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.36267095270529, 48.0791088806298]}",68,9.25,190.07,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA15,221AA15,221AA,2,5.0,1,1.0,1.0
04136X0582/M132,7.350370869,47.76154456,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.35037086880693, 47.7615445601054]}",68,8.4,237.42,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA13,221AA13,221AA,2,5.0,1,1.0,1.0
06104X0014/C32,-0.389863401,46.38259581,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.38986340091664495, 46.38259581032647]}",79,50.0,34.61,['Calcaires du Dogger du bassin versant amont de la Sèvre-Niortaise'],362AF01,362AF01,362AF,3,5.0,1,2.0,1.0
03795X0040/V42,7.602870433,47.959770729,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.60287043336976, 47.9597707288352]}",68,11.8,197.41,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
03786X0024/52,7.292448927,47.910929088,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.292448927218874, 47.91092908760823]}",68,79.3,211.36,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA13,221AA13,221AA,2,5.0,1,1.0,1.0
01372X0204/M52,5.925436949,49.269937741,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.92543694856806, 49.2699377408816]}",54,52.0,227.37,['Calcaires du Dogger des côtes de Moselle versant Rhin'],139AP99,139AP99,139AP,3,5.0,4,2.0,1.0
03791X0046/62,7.58780257,47.985919208,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.58780257027376, 47.9859192081685]}",68,9.8,194.8,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
02718X0040/272,7.515256761,48.445625622,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.5152567608602, 48.4456256220888]}",67,5.9,160.4,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AC03,221AC03,221AC,2,5.0,1,1.0,1.0
03783X0045/82,7.416874223,48.042203858,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.41687422283345, 48.0422038579892]}",68,8.0,193.36,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
02895X0004/FE1-92,0.756422358,48.299506646,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.756422357574586, 48.2995066459886]}",61,31.5,97.5,,123BA01,123BA01,123BA,X,7.0,1,2.0,1.0
02133X0008/S1-92,0.247899734,48.706582858,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.247899733706766, 48.7065828580362]}",61,57.0,210.0,['Bathonien-Bajocien de la plaine de Caen et du Bessin'],139AC04,139AC04,139AC,2,5.0,5,2.0,1.0
03427X0027/92,7.421354586,48.113070934,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.42135458606853, 48.1130709335208]}",68,5.15,182.7,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
00225X0077/FC2,3.59697448,50.430348283,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.59697447954823, 50.4303482828112]}",59,42.8,16.51,['Craie du Valenciennois'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00461X0040/FE2,2.230757287,50.030729165,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.23075728680836, 50.0307291649388]}",80,51.0,82.0,['Craie de la vallée de la Somme aval'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
02667X0014/FE2,5.631881038,48.45235656,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.63188103760518, 48.4523565599528]}",55,34.0,296.0,['Calcaires des côtes de Meuse de l’Oxfordien et du Kimméridgien et argiles du Callovo-Oxfordien'],135AA61,135AA61,135AA,3,5.0,5,2.0,1.0
02883X0018/FE2,0.579278704,48.347617602,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.579278704076266, 48.3476176018924]}",61,34.5,145.0,"[""Calcaires de l'Oxfordien dans l'Orne et Sarthe libres""]",135AA61,135AA61,135AA,3,5.0,5,2.0,1.0
01518X0139/FE2,1.791847886,48.971385056,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.79184788588176, 48.9713850556223]}",78,40.0,22.08,['Alluvions de la Seine moyenne et aval'],121AP01,121AP01,121AP,3,5.0,4,2.0,1.0
07114X0062/F2,1.074559221,45.672597437,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.07455922108578, 45.6725974369765]}",87,51.0,379.3,['Bassin versant de la Vienne'],201AI10,201AI10,201AI,2,5.0,2,3.0,1.0
00144D0003/F2,3.223023215,50.69083619,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.22302321489187, 50.6908361899793]}",59,100.0,18.42,['Sables du Landénien des Flandres'],,,,,,,,
00274X0014/F2,3.162352553,50.398318084,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.16235255260649, 50.3983180840665]}",59,80.0,18.24,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
06642X0044/F2,1.175314662,46.035082375,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.17531466186756, 46.0350823751369]}",87,42.0,317.2,['Bassin versant de la Gartempe'],201AE08,201AE08,201AE,2,5.0,2,3.0,1.0
01112X0005/F2,5.17675552,49.485299238,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.17675551976906, 49.4852992380853]}",55,50.0,165.35,['Calcaires du Dogger versant Meuse nord'],139AM03,139AM03,139AM,3,5.0,6,2.0,1.0
04652X0005/F2,3.382263181,47.459495865,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.38226318097723, 47.4594958647502]}",58,25.0,235.0,['Calcaires et marnes du Dogger et Jurassique supérieur du Nivernais nord libres et captifs'],135AA55,135AA55,135AA,2,5.0,5,2.0,1.0
03754X0015/F2,6.446683945,47.988110371,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.44668394479843, 47.9881103711523]}",88,68.0,541.46,['Grès Trias inférieur BV Saône'],143AK09,143AK09,143AK,3,5.0,4,2.0,1.0
02575X0045/F2,2.236686379,48.482549399,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.2366863792907, 48.4825493988417]}",91,30.0,85.0,['Multicouches craie du Séno-turonien et calcaires de Beauce libres'],107AC07,107AC07,107AC,3,5.0,1,2.0,1.0
09954X0146/F2,5.679687968,43.697211373,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.67968796843689, 43.697211372637]}",84,,235.36,['Alluvions de la moyenne Durance'],716CA01,716CA01,716CA,2,5.0,1,1.0,1.0
01837A0096/F2,2.365247869,48.833482588,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3652478686003, 48.8334825884133]}",75,622.0,35.1,['Albien-Néocomien captif'],127AA01,127AA01,127AA,3,5.0,1,2.0,1.0
10911X0137/F2,2.918909585,42.832719517,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9189095850797715, 42.83271951652131]}",66,70.0,41.0,,671AA00,671AA00,671AA,1,6.0,1,2.0,2.0
03361X0047/F2,5.04999,48.167421,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.04999, 48.167421]}",52,135.0,355.0,['Calcaires kimméridgiens-oxfordiens karstiques entre Seine et Ornain'],135AA61,135AA61,135AA,3,5.0,5,2.0,1.0
05905X0047/F2,0.370726227,46.481985103,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.37072622686138956, 46.481985102868094]}",86,31.0,125.76,['Calcaires et marnes du Dogger du bassin versant du Clain libres'],139AE05,139AE05,139AE,3,5.0,3,2.0,1.0
00148D0177/F2,3.234083037,50.618748936,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.2340830369511, 50.6187489361042]}",59,20.0,27.7,['Craie de la vallée de la Deûle'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
01234X0297/F2,1.021225536,49.280814608,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.0212255360990128, 49.28081460812963]}",76,190.0,8.0,['Albien-Néocomien captif'],127AA99,127AA99,127AA,3,5.0,1,2.0,1.0
01673X0078/F2,7.451281287,49.054035497,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.45128128653273, 49.0540354966739]}",57,100.0,314.17,['Grès du Trias inférieur au nord de la faille de Vittel'],143AK05,143AK05,143AK,3,5.0,4,2.0,1.0
10035X0009/F2,-0.994064675,43.466829665,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.994064674539796, 43.4668296650381]}",64,13.5,31.0,,948AI01,948AI01,948AI,2,5.0,1,1.0,1.0
00197X0049/F2,2.72615647,50.479404053,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.72615647047867, 50.4794040528532]}",62,50.0,28.68,['Craie de la vallée de la Deûle'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
05861X0113/SF2,-1.013552061,46.541679431,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.01355206109521, 46.5416794306389]}",85,53.0,51.93,['Calcaires et marnes du Lias et Dogger du Sud-Vendée libres'],,,,,,,,
05596X0058/SF2,-2.348852013,46.707301771,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-2.34885201314447, 46.7073017713221]}",85,54.0,29.0,"[""Ile d'Yeu""]",183AE01,183AE01,183AE,2,7.0,2,3.0,1.0
05865X0098/SF2,-1.011347655,46.482761344,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.01134765501848, 46.4827613437129]}",85,89.0,26.01,['Calcaires et marnes du Lias et Dogger du Sud-Vendée libres'],,,,,,,,
06541X0007/PI2,6.189396286,46.172528746,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.18939628640236, 46.1725287461649]}",74,36.0,400.0,,712BK00,712BK00,712BK,2,5.0,1,1.0,1.0
03795X0093/PZ-N2,7.565842154,47.916549383,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.56584215429442, 47.9165493830654]}",68,12.4,204.0,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
10911X0219/HIPPO2,2.952205117,42.779150912,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9522051166445, 42.7791509119253]}",66,14.0,7.73,['Alluvions quaternaires du Roussillon'],671AB01,671AB01,671AB,2,5.0,1,2.0,1.0
01396X0060/P2,6.637705072,49.224141237,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.637705071847, 49.224141236806936]}",57,42.0,224.0,['Grès du Trias inférieur du bassin houiller lorrain'],143AK05,143AK05,143AK,3,5.0,4,2.0,1.0
07421X0081/P2,3.273129691,45.492216003,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.27312969131173, 45.4922160028027]}",63,,396.0,"[""Alluvions de l'Allier amont""]",932AC01,932AC01,932AC,2,5.0,1,1.0,1.0
00271X0002/P2,2.88920036,50.348130545,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.88920036038978, 50.3481305450287]}",62,28.16,58.0,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
01825X0092/P2,1.843597798,48.785475618,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.84359779786486, 48.7854756183369]}",78,25.5,82.0,,113AQ11,,,,,,,
02182X0004/P2,1.920146109,48.747264305,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.9201461087167182, 48.74726430469933]}",78,62.8,171.0,['Craie et Tertiaire du Mantois à l’Hurepoix'],107AC03,107AC03,107AC,3,5.0,1,2.0,1.0
06882X0214/P2,1.220471071,45.895586525,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.22047107066623, 45.8955865253325]}",87,63.0,396.24,['Bassin versant de la Vienne'],201AI11,201AI11,201AI,2,6.0,2,3.0,1.0
02203X0105/P2,2.779763035,48.74028042,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.77976303524026, 48.7402804203335]}",77,60.5,110.0,,,,,,,,,
03586X0145/P2,0.140557071,47.958210217,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.140557071392778, 47.9582102165466]}",72,12.0,54.0,['Sables et gres du Cenomanien sarthois libres'],123AB05,123AB05,123AB,3,5.0,2,2.0,1.0
03415X0037/P2,6.917556236,48.079799471,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.91755623642851, 48.0797994706409]}",88,18.75,736.9,['Socle du massif vosgien'],231AG01,231AG01,231AG,X,7.0,2,3.0,1.0
02945X0087/P2,2.563794926,48.309277503,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.56379492555655, 48.3092775027194]}",77,102.6,-999.0,['Multicouches craie du Séno-turonien et calcaires de Beauce libres'],113AA01,113AA01,113AA,3,5.0,5,2.0,1.0
00195X0087/P2,2.544402226,50.475278159,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.54440222569138, 50.4752781588289]}",62,45.6,75.36,"[""Craie de l'Artois et de la vallée de la Lys""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
03756X0018/P2,6.294633971,47.894197014,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.29463397093842, 47.8941970141838]}",70,131.0,252.08,['Grès Trias inférieur BV Saône'],143AK09,143AK09,143AK,3,5.0,4,2.0,1.0
00994D0188/P2,1.05172179,49.436394482,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.05172179004349, 49.4363944820324]}",76,13.0,5.98,,,,,,,,,
01372X0198/P2,5.939504437,49.248685661,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.939504436917259, 49.24868566092079]}",54,186.0,253.47,['Réservoir minier du bassin ferrifère lorrain de Briey-Longwy'],139AP16,139AP16,139AP,3,0.0,2,0.0,1.0
06638X0049/P2,0.989896583,45.965165111,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.989896583127919, 45.9651651110635]}",87,45.0,270.44,['Bassin versant de la Vienne'],201AI13,201AI13,201AI,2,5.0,2,3.0,1.0
07174X0179/P2,3.215050135,45.709425659,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.21505013479425, 45.7094256589634]}",63,12.25,327.0,"[""Alluvions de l'Allier amont""]",932AC01,932AC01,932AC,2,5.0,1,1.0,1.0
10908X0136/DUCUP2,2.841659505,42.687583512,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.84165950477081, 42.6875835117267]}",66,100.0,52.0,,,,,,,,,
00147X3383/FR2,3.141078161,50.621843202,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.14107816094557, 50.6218432015195]}",59,18.0,29.0,,121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00146B0737/PZR2,3.054751722,50.63691576,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.05475172218315, 50.6369157602699]}",59,13.0,18.5,['Craie de la vallée de la Deûle'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
03851X0021/S2,-2.817043293,47.790161061,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-2.81704329297761, 47.7901610612068]}",56,45.0,72.0,['Bassin versant du Golfe du Morbihan'],197AA03,197AA03,197AA,2,6.0,2,3.0,1.0
02523X0002/S2,0.591804057,48.523466288,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.591804056593811, 48.5234662878484]}",61,41.0,202.0,['Sables et gres du Cenomanien sarthois libres'],123AC01,123AC01,123AC,3,5.0,1,2.0,1.0
01768X0022/S2,-0.079233774,48.781172602,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.0792337738602761, 48.7811726015457]}",61,48.0,169.0,['Bathonien-Bajocien de la plaine de Caen et du Bessin'],139AC04,139AC04,139AC,2,5.0,5,2.0,1.0
02953X0089/S2,3.132468445,48.417662765,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.13246844471625, 48.4176627649357]}",77,15.0,51.92,,121AQ01,121AQ01,121AQ,2,5.0,5,2.0,1.0
00765X0124/BT2,0.722496309,49.517755873,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.722496308801274, 49.5177558732923]}",76,10.0,4.0,['Alluvions de la Seine moyenne et aval'],121AU01,121AU01,121AU,2,5.0,9,2.0,1.0
00286X0405/PZST2,3.407922234,50.226952586,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.40792223443579, 50.2269525859077]}",59,26.8,74.0,['Craie du Cambrésis'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
01593X0014/LV2,4.500413,49.080778,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.500413, 49.080778]}",51,26.09,161.0,['Craie de Champagne nord'],121AM01,121AM01,121AM,2,5.0,4,2.0,1.0
03201X6016/PZ2,-0.652337953,48.238819253,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.652337953265294, 48.2388192527918]}",53,30.0,122.04,['Bassin versant de la Mayenne'],179AA01,179AA01,179AA,2,5.0,2,3.0,1.0
00203A0359/PZ2,3.064021091,50.546309473,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.06402109060129, 50.5463094733902]}",59,18.3,37.5,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
03424X0029/203,7.50886687,48.182391811,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.50886686994128, 48.1823918107638]}",67,7.5,174.5,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA17,221AA17,221AA,2,5.0,1,1.0,1.0
